id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
692,Morgans,0,World Economic Journal,"Fruit du Volatile, Albatross version",living,World Economic Journal (boss),Não,Não tem recompensa,Sem recompensa
693,El Gorago,10000000,Sem tripulação,Fruit of the Vocalise,living,Captain,Não,10 milhão(ões) de berries,Milhões
694,Golass,8000000,Sem tripulação,Não tem,living,Captain,Não,8 milhão(ões) de berries,Milhões
695,Tobio,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
696,Ganzo,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Captain,Não,60 milhão(ões) de berries,Milhões
698,Bear King,11600000,The Trump Pirates crew,Unbreakable Fruit,living,Captain,Não,12 milhão(ões) de berries,Milhões
699,Honey Queen,7800000,The Trump Pirates crew,Fruit of Dissolution,living,,Não,8 milhão(ões) de berries,Milhões
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,,Não,10 milhão(ões) de berries,Milhões
701,Boo Jack,3200000,The Trump Pirates crew,Não tem,living,,Não,3 milhão(ões) de berries,Milhões
702,Skunk One,6000000,The Trump Pirates crew,Não tem,living,,Não,6 milhão(ões) de berries,Milhões
703,Borodo,0,Frères Voleurs,Não tem,living,,Não,Não tem recompensa,Sem recompensa
704,Akisu,0,Frères Voleurs,Não tem,living,,Não,Não tem recompensa,Sem recompensa
705,Bulter,14900000,Sem tripulação,Não tem,living,Earl Butler,Não,15 milhão(ões) de berries,Milhões
706,Hotdog,4000000,Sem tripulação,Não tem,living,General Hotdog,Não,4 milhão(ões) de berries,Milhões
707,Mobambi,0,Sem tripulação,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
708,Heaby,4200000,Sem tripulação,Não tem,living,Chairman Heaby,Não,4 milhão(ões) de berries,Milhões
709,Général Gasparde,95000000,Gasparde's crew,Candy Fruit,living,Captain,Não,95 milhão(ões) de berries,Milhões
710,Needless,57000000,Gasparde's crew,Não tem,living,,Não,57 milhão(ões) de berries,Milhões
711,Biera,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
712,Shuraiya Bascùd,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
713,Adelle Bascùd,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
714,Saga,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
715,Toma,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
716,Bismarck,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
717,Boo Kong,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
718,Maya,0,Île d'Asuka,Não tem,living,Priestess,Não,Não tem recompensa,Sem recompensa
719,Izaya,0,Île d'Asuka,Não tem,living,Priestess,Não,Não tem recompensa,Sem recompensa
720,Lacos,0,Île d'Asuka,Não tem,living,Chief Warrior,Não,Não tem recompensa,Sem recompensa
721,Omatsuri,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
722,Lily Carnation,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
723,Papa,0,Pirate au foyer,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
724,Brief,0,Pirate Moustachus,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
725,Ratchet,0,Île de Mecha,Não tem,living,Feudal lord,Não,Não tem recompensa,Sem recompensa
726,Honki,0,Île de Mecha,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
727,Maji,0,Île de Mecha,Não tem,living,General,Não,Não tem recompensa,Sem recompensa
728,Roba,0,Île de Mecha,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
729,Musshul,0,Royaume maléfique de Black Drum,Chamquipue fruit,living,Prince,Não,Não tem recompensa,Sem recompensa
730,Scarlett,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
731,Billy,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
732,Xiao,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
733,Schneider,0,The Schneider Pirates crew,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
734,Buzz,0,The Schneider Pirates crew,"Fruit of the Volatile, Eagle version",living,,Não,Não tem recompensa,Sem recompensa
735,Zéphyr,0,Néo Marine,Não tem,Morto,Chef,Não,Não tem recompensa,Sem recompensa
736,Ain,0,Néo Marine,Fruit Jeune-Jeune,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
737,Bins,0,Néo Marine,Fluffy Fruit,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
738,Gild Tesoro,0,Gran Tesero,Fruit of Gold,living,Owner,Não,Não tem recompensa,Sem recompensa
739,Baccarat,0,Gran Tesero,Fruit of Luck,living,Concierge,Não,Não tem recompensa,Sem recompensa
740,Dice,0,Gran Tesero,Não tem,living,Dealer,Não,Não tem recompensa,Sem recompensa
741,Tanaka,0,Gran Tesero,Passe-Muraille fruit,living,Safety Manager,Não,Não tem recompensa,Sem recompensa
742,Carina,0,Gran Tesero,Não tem,living,Owner,Não,Não tem recompensa,Sem recompensa
743,Douglas Bullet,0,Sem tripulação,Fruit de la Ferraille,living,,Não,Não tem recompensa,Sem recompensa
744,Buena Festa,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
745,Ann,0,Sem tripulação,Fruit of Vision,living,,Não,Não tem recompensa,Sem recompensa
746,Donald Moderate,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
747,Uta,0,Elegia,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
748,Gordon,0,Elegia,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
749,Tenguyama Hitetsu,0,Pays des Wa,Não tem,living,Blacksmith,Não,Não tem recompensa,Sem recompensa
750,Gion,0,Sem tripulação,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
751,Musshuru,0,Sem tripulação,Chamquipue fruit,living,,Não,Não tem recompensa,Sem recompensa
752,Apis,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
753,Bokuden,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
754,Orlombus,148000000,Fleet Yonta Maria,Não tem,living,Admiral,Não,148 milhão(ões) de berries,Milhões
755,Macro,0,L'Équipage des Maquereaux,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
756,Pudding Pudding,0,Marine,Não tem,Morto,Commodore,Não,Não tem recompensa,Sem recompensa
757,Pandaman,0,Sem tripulação,Não tem,unknown,Fighter,Não,Não tem recompensa,Sem recompensa
758,Zenny,0,Sem tripulação,Não tem,living,Loan shark,Não,Não tem recompensa,Sem recompensa
759,Wetton,14800000,Sem tripulação,Não tem,Morto,Mayor,Não,15 milhão(ões) de berries,Milhões
760,Bigalo,14900000,Equipage de Bigalo,Não tem,Desconhecido,Outro,Não,15 milhão(ões) de berries,Milhões
761,Végapunk,0,Sem tripulação,Fruit du Ciboulot,living,Scientist,Não,Não tem recompensa,Sem recompensa
762,Stronger,0,Blackbeard's crew,"Horse fruit, Pegasus model",living,Doc Q's horse,Sim,Não tem recompensa,Sem recompensa
763,Punk 01 - Shaka,0,Sem tripulação,Não tem,unknown,Vegapunk - the good,Não,Não tem recompensa,Sem recompensa
764,Punk 02 - Lilith,0,Sem tripulação,Não tem,living,Vegapunk - evil,Não,Não tem recompensa,Sem recompensa
765,Punk 03 - Edison,0,Sem tripulação,Não tem,living,Vegapunk - inventiveness,Não,Não tem recompensa,Sem recompensa
766,Punk 04 - Pythagoras,0,Sem tripulação,Não tem,living,Vegapunk - knowledge,Não,Não tem recompensa,Sem recompensa
767,Punk 05 - Atlas,0,Sem tripulação,Não tem,living,Vegapunk - violence,Não,Não tem recompensa,Sem recompensa
768,Punk 06 - York,0,Sem tripulação,Não tem,living,Vegapunk - envy,Não,Não tem recompensa,Sem recompensa
769,S-Snake,0,Sem tripulação,Passion fruit,living,Seraph-type pacifistas,Não,Não tem recompensa,Sem recompensa
770,S-Hawk,0,Sem tripulação,Slashing Fruit,living,Seraph-type pacifistas,Não,Não tem recompensa,Sem recompensa
771,S-Bear,0,Sem tripulação,Fruit of the Pads,living,Seraph-type pacifistas,Não,Não tem recompensa,Sem recompensa
772,S-Shark,0,Sem tripulação,Fruit of the Barbotage,living,Seraph-type pacifistas,Não,Não tem recompensa,Sem recompensa
773,Karazu,0,Armée Révolutionnaire,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
1,Monkey D Luffy,3000000000,The Chapeau de Paille crew,Gum-Gum Fruit,Vivo,Captain,Sim,3 bilhão(ões) de berries,Bilhões
2,Roronoa Zoro,320000000,The Chapeau de Paille crew,Não tem,living,Right-hand man,Sim,320 milhão(ões) de berries,Milhões
3,Nami,66000000,The Chapeau de Paille crew,Não tem,living,Navigator,Sim,66 milhão(ões) de berries,Milhões
4,Usopp,200000000,The Chapeau de Paille crew,Não tem,living,Sniper,Sim,200 milhão(ões) de berries,Milhões
5,Sanji,330000000,The Chapeau de Paille crew,Não tem,living,Cook,Sim,330 milhão(ões) de berries,Milhões
6,Tony-Tony Chopper,100,The Chapeau de Paille crew,Fruit of the Human,living,Doctor,Sim,100 berries,Outros
7,Nico Robin,130000000,The Chapeau de Paille crew,Fruit Des Éclosions,living,Archaeologist,Sim,130 milhão(ões) de berries,Milhões
8,Franky,94000000,The Chapeau de Paille crew,Não tem,living,Carpenter,Sim,94 milhão(ões) de berries,Milhões
9,Brook,83000000,The Chapeau de Paille crew,Fruit of the Resurrection,living,Musician,Sim,83 milhão(ões) de berries,Milhões
10,Jinbe,438000000,The Chapeau de Paille crew,Não tem,living,Helmsman,Sim,438 milhão(ões) de berries,Milhões
11,Zeus,0,The Chapeau de Paille crew,Não tem,living,Nami Arme,Sim,Não tem recompensa,Sem recompensa
12,Cavendish,330000000,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,330 milhão(ões) de berries,Milhões
13,Suleiman,670000000,Armarda du Chapeau de Paille,Não tem,living,Fighter,Não,670 milhão(ões) de berries,Milhões
14,Bartolomeo,200000000,Armarda du Chapeau de Paille,Fruit of the Barrier,living,Captain,Não,200 milhão(ões) de berries,Milhões
15,Gambia,670000000,Armarda du Chapeau de Paille,Não tem,living,Advisor,Não,670 milhão(ões) de berries,Milhões
16,Sai,210000000,Armarda du Chapeau de Paille,Não tem,living,13th Chief Commander,Não,210 milhão(ões) de berries,Milhões
17,Boo,0,Armarda du Chapeau de Paille,Não tem,living,second-in-command,Não,Não tem recompensa,Sem recompensa
18,Baby 5,0,Armarda du Chapeau de Paille,Armo-Fruit,living,,Não,Não tem recompensa,Sem recompensa
19,Ideo,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
20,Blue Gilly,0,Armarda du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
21,Abdullah,0,Armarda du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
22,Jeet,0,Armarda du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
23,Léo,0,Armarda du Chapeau de Paille,Fruit de la Couture,living,Captain,Não,Não tem recompensa,Sem recompensa
24,Kabu,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Scarab-Rhinoceros version",living,,Não,Não tem recompensa,Sem recompensa
25,Bee Anne,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Wasp version",living,,Não,Não tem recompensa,Sem recompensa
26,Hajrudin,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
27,Stansen,0,Armarda du Chapeau de Paille,Não tem,living,Carpenter,Não,Não tem recompensa,Sem recompensa
28,Road,0,Armarda du Chapeau de Paille,Não tem,living,Browser,Não,Não tem recompensa,Sem recompensa
29,Goldberg,0,Armarda du Chapeau de Paille,Não tem,living,Cook,Não,Não tem recompensa,Sem recompensa
30,Gerd,0,Armarda du Chapeau de Paille,Não tem,living,Doctor,Não,Não tem recompensa,Sem recompensa
31,Orlumbus,148000000,Armarda du Chapeau de Paille,Não tem,living,Admiral,Não,148 milhão(ões) de berries,Milhões
32,Baggy / Le Clown,150000000,Baggy's Delivery,Fruit of Fragmentation,living,Chairman,Não,150 milhão(ões) de berries,Milhões
33,Alvida,5000000,Baggy's Delivery,Fruit Glisse-Glisse,living,,Não,5 milhão(ões) de berries,Milhões
34,Galdino,24000000,Baggy's Delivery,Ciro-Fruit,living,,Não,24 milhão(ões) de berries,Milhões
35,Morge,0,Baggy's Delivery,Não tem,living,,Não,Não tem recompensa,Sem recompensa
36,Cabaji,0,Baggy's Delivery,Não tem,living,,Não,Não tem recompensa,Sem recompensa
37,Kuro,16000000,The Black Cat crew,Não tem,living,Captain,Não,16 milhão(ões) de berries,Milhões
38,Sham,7000000,The Black Cat crew,Não tem,living,Officer,Não,7 milhão(ões) de berries,Milhões
39,Buchi,7000000,The Black Cat crew,Não tem,living,Officer,Não,7 milhão(ões) de berries,Milhões
40,Krieg / Don Krieg,17000000,Don Krieg's Pirate Armada,Não tem,living,Captain,Não,17 milhão(ões) de berries,Milhões
41,Gyn,12000000,Don Krieg's Pirate Armada,Não tem,living,Vice-Admiral,Não,12 milhão(ões) de berries,Milhões
42,Pearl,0,Don Krieg's Pirate Armada,Não tem,living,Captain (2nd Battalion),Não,Não tem recompensa,Sem recompensa
43,Montblanc Cricket,25000000,Primate League,Não tem,living,Commander-in-Chief,Não,25 milhão(ões) de berries,Milhões
44,Masira,23000000,Primate League,Não tem,living,,Não,23 milhão(ões) de berries,Milhões
45,Shojo,36000000,Primate League,Não tem,living,,Não,36 milhão(ões) de berries,Milhões
46,Foxy,24000000,The Foxy crew,Ramollo fruit,living,Captain,Não,24 milhão(ões) de berries,Milhões
47,Porché,0,The Foxy crew,Não tem,living,Fighter,Não,Não tem recompensa,Sem recompensa
48,Hamburg,0,The Foxy crew,Não tem,living,Fighter,Não,Não tem recompensa,Sem recompensa
49,Gecko Moria,320000000,Thriller Bark,Fruit of the Shadow,living,Captain,Não,320 milhão(ões) de berries,Milhões
50,Hogback,0,Thriller Bark,Não tem,living,Mysterious Four,Não,Não tem recompensa,Sem recompensa
51,Absalom,0,Thriller Bark,Fruit of Invisibility,Morto,Mysterious Four,Não,Não tem recompensa,Sem recompensa
52,Perona,0,Thriller Bark,Fruit of Ectoplasm,living,Mysterious Four,Não,Não tem recompensa,Sem recompensa
53,Laura,24000000,The crew of the Rolling,Não tem,living,Captain,Não,24 milhão(ões) de berries,Milhões
54,Trafalgar D. Water Law,500000000,The Hearth crew,Fruit of the Scalpel,living,Captain,Não,500 milhão(ões) de berries,Milhões
55,Bepo,500,The Hearth crew,Não tem,living,Browser,Não,500 berries,Outros
56,Jean Bart,0,The Hearth crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
57,Shachi,0,The Hearth crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
58,Pingouin,0,The Hearth crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
59,Eustass Kidd,470000000,The Kid crew,Magnéto-Fruit,living,Captain,Não,470 milhão(ões) de berries,Milhões
60,Killer,200000000,The Kid crew,Não tem,living,Fighter,Não,200 milhão(ões) de berries,Milhões
61,Heat,0,The Kid crew,Não tem,living,Fighter,Não,Não tem recompensa,Sem recompensa
62,Wire,0,The Kid crew,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
63,Capone Bege,350000000,The Fire Tank crew,Fruit du Château,living,Captain,Não,350 milhão(ões) de berries,Milhões
64,Vito,95000000,The Fire Tank crew,Não tem,living,Advisor,Não,95 milhão(ões) de berries,Milhões
65,Gotti,90000000,The Fire Tank crew,Não tem,living,Assassin,Não,90 milhão(ões) de berries,Milhões
66,Charlotte Chiffon,0,The Fire Tank crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
67,Charlotte Pets,0,The Fire Tank crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
68,Jewelry Bonney,140000000,The Fire Tank crew,Não tem,living,Captain,Não,140 milhão(ões) de berries,Milhões
69,Urouge,108000000,The crew of Les Moines Dépravés,Não tem,living,Captain,Não,108 milhão(ões) de berries,Milhões
70,Boa Hancock,80000000,The Kuja Pirates crew,Passion fruit,living,Captain,Não,80 milhão(ões) de berries,Milhões
71,Boa Sandersonia,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Anaconda version",living,,Não,40 milhão(ões) de berries,Milhões
72,Boa Marigold,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Cobra Royal version",living,,Não,40 milhão(ões) de berries,Milhões
73,Margaret,0,The Kuja Pirates crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
74,Shiki,0,The crew of the Lion d'Or,Floating Fruit,living,Admiral,Não,Não tem recompensa,Sem recompensa
75,Indigo,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
76,Caribou,210000000,The Caribou crew,Fruit du Marais,living,Co-Captain,Não,210 milhão(ões) de berries,Milhões
77,Coribou,190000000,The Caribou crew,Não tem,living,Co-Captain,Não,190 milhão(ões) de berries,Milhões
78,Ficher Tiger,230000000,The Sun Pirates crew,Não tem,Morto,Captain,Não,230 milhão(ões) de berries,Milhões
79,Aladdin,0,The Sun Pirates crew,Não tem,living,Vice-Captain,Não,Não tem recompensa,Sem recompensa
80,Charlotte Praliné,0,The Sun Pirates crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
81,Dracule Mihawk,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
82,Crocodile,81000000,Sem tripulação,Não tem,living,,Não,81 milhão(ões) de berries,Milhões
83,Das Bones,75000000,Sem tripulação,Não tem,living,,Não,75 milhão(ões) de berries,Milhões
84,Edward Weeble,480000000,Sem tripulação,Não tem,living,,Não,480 milhão(ões) de berries,Milhões
85,Shanks,4048900000,Le Roux crew,Não tem,living,Captain,Sim,4 bilhão(ões) de berries,Bilhões
86,Ben Beckmann,0,Le Roux crew,Não tem,living,Vice-Captain,Sim,Não tem recompensa,Sem recompensa
87,Lucky Roo,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
88,Yassop,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
89,Limejuice,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
90,Bonk Punch,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
91,Monster,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
92,Building Snake,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
93,Hongo,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
94,Howling Dab,0,Le Roux crew,Não tem,living,Lieutenant,Sim,Não tem recompensa,Sem recompensa
95,Rockstar,94000000,Le Roux crew,Não tem,living,,Sim,94 milhão(ões) de berries,Milhões
96,Charlotte Linlin / Big Mom,4388000000,Big Mom's crew,Fruit of Souls,living,Captain,Sim,4 bilhão(ões) de berries,Bilhões
97,Charlotte Dent-de-chien,1057000000,Big Mom's crew,Glutinous Rice Fruit,living,General Sucré,Sim,1 bilhão(ões) de berries,Bilhões
98,Charlotte Smoothie,932000000,Big Mom's crew,Horse Fruit,living,General Sucré,Sim,932 milhão(ões) de berries,Milhões
