id,name,bounty,crew,fruit,status,occupation,emperor
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Fruit du Fil,living,Outro,Não
366,Trébol,99000000,Don Quixote's crew,Poisse-Poisse fruit,living,Outro,Não
367,Diamante,99000000,Don Quixote's crew,Fruit of the Wind Thief,living,Outro,Não
368,Pica,99000000,Don Quixote's crew,Fruit de la Caillasse,living,Outro,Não
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Outro,Não
370,Sugar,0,Don Quixote's crew,Fruit du Joujou,living,Outro,Não
371,Jora,0,Don Quixote's crew,Fruit of Art,living,Outro,Não
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Outro,Não
373,Señor Pink,58000000,Don Quixote's crew,Fruit of the Barbotage,living,Outro,Não
374,Machvise,11000000,Don Quixote's crew,Fruit of the Tonne-Tonne,living,Outro,Não
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Outro,Não
376,Gladius,31000000,Don Quixote's crew,Fruit of the Paf-Paf,living,Outro,Não
377,Buffallo,0,Don Quixote's crew,Fruit of the whirlwind,living,Outro,Não
378,Monet,0,Don Quixote's crew,Fruit du Flocon,Morto,Outro,Não
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Outro,Não
380,Im Sama,0,Buggy's Delivery,Não tem,living,Outro,Não
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
386,Roswald,0,Dragon Célestes,Não tem,living,Outro,Não
387,Charloss,0,Dragon Célestes,Não tem,living,Outro,Não
388,Sharlia,0,Dragon Célestes,Não tem,living,Outro,Não
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,Outro,Não
390,Jalmack,0,Dragon Célestes,Não tem,living,Outro,Não
391,Guernica,0,Cipher Pol,Não tem,unknown,Outro,Não
392,Rob Lucci,0,Cipher Pol,Fruit of the Pachyderm,living,Outro,Não
393,Hittori,0,Cipher Pol,Não tem,living,Outro,Não
394,Spandam,0,Cipher Pol,Não tem,living,Outro,Não
395,Funckfreed,0,Cipher Pol,Fruit of the Pachyderm,living,Outro,Não
396,Kaku,0,Cipher Pol,"Fruit du Bovin, Giraffe version",living,Outro,Não
397,Stussy,0,Cipher Pol,Não tem,living,Outro,Não
398,Maha,0,Cipher Pol,Não tem,living,Outro,Não
399,Jerry,0,Cipher Pol,Não tem,living,Outro,Não
400,Wanzé,0,Cipher Pol,Não tem,living,Outro,Não
401,Bas,0,Enies Lobby,Não tem,living,Outro,Não
402,And,0,Enies Lobby,Não tem,living,Outro,Não
403,Kerville,0,Enies Lobby,Não tem,living,Outro,Não
404,Hannyabal,0,Impel Down,Não tem,living,Outro,Não
405,Magellan,0,Impel Down,Poison Fruit,living,Outro,Não
406,Domino,0,Impel Down,Não tem,living,Outro,Não
407,Saldeath,0,Impel Down,Não tem,living,Outro,Não
408,Sadi,0,Impel Down,Não tem,living,Outro,Não
409,Minotaure,0,Impel Down,Não tem,living,Outro,Não
410,Minokoala,0,Impel Down,Não tem,living,Outro,Não
411,Minorhinocéros,0,Impel Down,Não tem,living,Outro,Não
412,Minozèbre,0,Impel Down,Não tem,living,Outro,Não
413,Minochihuabua,0,Impel Down,Não tem,living,Outro,Não
414,Sakazuki / Akainu,0,Marine,Magma Fruit,living,Outro,Não
415,Borsalino / Kizaru,0,Marine,Luminescent Fruit,living,Outro,Não
416,Issho / Fujitora,0,Marine,Fruit of Gravity,living,Outro,Não
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Outro,Não
418,Monkey D. Garp,0,Marine,Não tem,living,Outro,Não
419,Tsuru,0,Marine,Fruit of the Laundry,living,Outro,Não
420,John Giant,0,Marine,Não tem,living,Outro,Não
421,Comir,0,Marine,Não tem,living,Outro,Não
422,Momonga,0,Marine,Não tem,living,Outro,Não
423,Onigumo,0,Marine,Não tem,living,Outro,Não
424,Doberman,0,Marine,Não tem,living,Outro,Não
425,Strawberry,0,Marine,Não tem,living,Outro,Não
426,Yamakaji,0,Marine,Não tem,living,Outro,Não
427,Dalmatien,0,Marine,Não tem,living,Outro,Não
428,Bastille,0,Marine,Não tem,living,Outro,Não
429,Smoker,0,Marine,Fruit Smoke,living,Outro,Não
430,Maynard,0,Marine,Não tem,living,Outro,Não
431,Tokikake,0,Marine,Não tem,living,Outro,Não
432,Hina,0,Marine,Fruit du Séquestre,living,Outro,Não
433,T. Bone,0,Marine,Não tem,living,Outro,Não
434,Pudding,0,Marine,Não tem,Morto,Outro,Não
435,Jenfétro,0,Marine,Não tem,living,Outro,Não
436,Brandnew,0,Marine,Não tem,living,Outro,Não
437,Verygood,0,Marine,Berry Fruit,living,Outro,Não
438,Shu,0,Marine,Rust fruit,living,Outro,Não
439,Sharinguru,0,Marine,Fruit of the Wheels,living,Outro,Não
440,Tashigi,0,Marine,Não tem,living,Outro,Não
441,Kobby,0,Marine,Não tem,living,Outro,Não
442,Nezumi,0,Marine,Não tem,living,Outro,Não
443,Don Quijote Rosinante,0,Marine,Sourdine fruit,Morto,Outro,Não
444,Hermep,0,Marine,Não tem,living,Outro,Não
445,Fullbody,0,Marine,Não tem,living,Outro,Não
446,Jango,0,Marine,Não tem,living,Outro,Não
447,Sengoku,0,Marine,"Fruit of the Human, Buddha version",living,Outro,Não
448,Sentomaru,0,Marine,Não tem,living,Outro,Não
449,X-Drake,0,Marine,"Fruit of the Dinosaur, Allosaurus version",living,Outro,Não
450,Kaiser Moustache,0,Marine,Não tem,living,Outro,Não
451,Cancer,0,Marine,Não tem,living,Outro,Não
452,Mozambia,0,Marine,Não tem,living,Outro,Não
453,Lacroix,0,Marine,Não tem,living,Outro,Não
454,Ronz,0,Marine,Não tem,living,Outro,Não
455,Dohn Deynon,0,Marine,Não tem,living,Outro,Não
456,Draw,0,Marine,Não tem,living,Outro,Não
457,Sicily,0,Marine,Não tem,living,Outro,Não
458,Akehende,0,Marine,Não tem,living,Outro,Não
459,Catacombo,0,Marine,Não tem,living,Outro,Não
460,Kadar,0,Marine,Não tem,living,Outro,Não
461,Daigin,0,Marine,Não tem,living,Outro,Não
462,Gorilla,0,Marine,Não tem,living,Outro,Não
463,Stelly,0,Royaume de Goa,Não tem,living,Outro,Não
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Outro,Não
465,Outlook III,0,Royaume de Goa,Não tem,living,Outro,Não
466,Didit,0,Royaume de Goa,Não tem,living,Outro,Não
467,Makino,0,Royaume de Goa,Não tem,living,Outro,Não
468,Woop Slap,0,Royaume de Goa,Não tem,living,Outro,Não
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Outro,Não
470,Dogra,0,Royaume de Goa,Não tem,living,Outro,Não
471,Magra,0,Royaume de Goa,Não tem,living,Outro,Não
472,Higuma,0,Royaume de Goa,Não tem,Morto,Outro,Não
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Outro,Não
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Outro,Não
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Outro,Não
476,Boodle,0,Archipel des Argao,Não tem,living,Outro,Não
477,Chouchou,0,Archipel des Argao,Não tem,living,Outro,Não
478,Gaimone,0,Île des animaux étranges,Não tem,living,Outro,Não
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Outro,Não
480,Kaya,0,Archipel des Gecko,Não tem,living,Outro,Não
481,Merry,0,Archipel des Gecko,Não tem,living,Outro,Não
482,Oignon,0,Archipel des Gecko,Não tem,living,Outro,Não
483,Piment,0,Archipel des Gecko,Não tem,living,Outro,Não
484,Carotte,0,Archipel des Gecko,Não tem,living,Outro,Não
485,Banchina,0,Archipel des Gecko,Não tem,Morto,Outro,Não
486,Zeff,0,Baratie,Não tem,living,Outro,Não
487,Patty,0,Baratie,Não tem,living,Outro,Não
488,Canne,0,Baratie,Não tem,living,Outro,Não
489,Belmer,0,Archipel Conomi,Não tem,Morto,Outro,Não
490,Nojiko,0,Archipel Conomi,Não tem,living,Outro,Não
491,Genzo,0,Archipel Conomi,Não tem,living,Outro,Não
492,Nako,0,Archipel Conomi,Não tem,living,Outro,Não
493,Chabo,0,Archipel Conomi,Não tem,living,Outro,Não
494,Johny,0,Archipel Conomi,Não tem,living,Outro,Não
495,Yosaku,0,Archipel Conomi,Não tem,living,Outro,Não
496,Ipponmatsu,0,Loguetown,Não tem,living,Outro,Não
497,Montblanc Norland,0,Royaume de Lvneel,Não tem,Morto,Outro,Não
498,Don Quijote Homing,0,Dragon Célestes,Não tem,Morto,Outro,Não
499,Portgas D. Rouge,0,Baterilla,Não tem,Morto,Outro,Não
500,Wapol,0,Royaume maléfique de Black Drum,Fruit of the Glutton,living,Outro,Não
501,Kinderella,0,Royaume maléfique de Black Drum,Não tem,living,Outro,Não
502,Clover,0,Ohara,Não tem,Morto,Outro,Não
503,Nico Olvia,0,Ohara,Não tem,Morto,Outro,Não
504,Haguar D. Sauro,0,Ohara,Não tem,Morto,Outro,Não
505,Ramen,0,Pays des fleurs,Não tem,unknown,Outro,Não
506,Chinjao,542000000,Pays des fleurs,Não tem,living,Outro,Não
507,Crocus,0,Cap des Jumeaux,Não tem,living,Outro,Não
508,Laboon,0,Cap des Jumeaux,Não tem,living,Outro,Não
509,Miss Monday,0,Île aux cactus,Não tem,living,Outro,Não
510,Mr 9,0,Île aux cactus,Não tem,living,Outro,Não
511,Dorry,0,Little Garden,Não tem,living,Outro,Não
512,Broggy,0,Little Garden,Não tem,living,Outro,Não
513,Dolton,0,Île de Drum,Não tem,living,Outro,Não
514,Kureha,0,Île de Drum,Não tem,living,Outro,Não
515,Hiluluk,0,Île de Drum,Não tem,Morto,Outro,Não
516,Chess,0,Île de Drum,Não tem,living,Outro,Não
517,Kuromarimo,0,Île de Drum,Não tem,living,Outro,Não
518,Nefertari Cobra,0,Alabasta,Não tem,living,Outro,Não
519,Nefertari Titi,0,Alabasta,Não tem,Morto,Outro,Não
520,Nefertari Vivi,0,Alabasta,Não tem,living,Outro,Não
521,Igaram,0,Alabasta,Não tem,living,Outro,Não
522,Chaka,0,Alabasta,"Fruit of the Canidae, Jackal version",living,Outro,Não
523,Pell,0,Alabasta,"Fruit du Volatile, Falcon version",living,Outro,Não
524,Kaloo,0,Alabasta,Não tem,living,Outro,Não
525,Longs-Cils,0,Alabasta,Não tem,living,Outro,Não
526,Stomp,0,Alabasta,Não tem,living,Outro,Não
527,Ivan X,0,Alabasta,Não tem,living,Outro,Não
528,Cowboy,0,Alabasta,Não tem,living,Outro,Não
529,Bourdon Jr.,0,Alabasta,Não tem,living,Outro,Não
530,Kentarôs,0,Alabasta,Não tem,living,Outro,Não
531,Hikoichi,0,Alabasta,Não tem,living,Outro,Não
532,Koza,0,Alabasta,Não tem,living,Outro,Não
533,Toto,0,Alabasta,Não tem,living,Outro,Não
534,Tonjit,0,Long Ring Long Land,Não tem,living,Outro,Não
535,Shelly,0,Long Ring Long Land,Não tem,living,Outro,Não
536,Gedatsu,0,Source de l'insouciance,Não tem,living,Outro,Não
537,Icebarg,0,Water Seven,Não tem,living,Outro,Não
538,Pauly,0,Water Seven,Não tem,living,Outro,Não
539,Peeply Lulu,0,Water Seven,Não tem,living,Outro,Não
540,Tilestone,0,Water Seven,Não tem,living,Outro,Não
541,Zanbai,0,Water Seven,Não tem,living,Outro,Não
542,Mozu,0,Water Seven,Não tem,living,Outro,Não
543,Kiwi,0,Water Seven,Não tem,living,Outro,Não
544,Tom,0,Water Seven,Não tem,Morto,Outro,Não
545,Kokoro,0,Water Seven,Não tem,living,Outro,Não
546,Chimney,0,Water Seven,Não tem,living,Outro,Não
547,Gonbei,0,Water Seven,Não tem,living,Outro,Não
548,Yokozuma,0,Water Seven,Não tem,living,Outro,Não
549,Silvers Rayleigh,0,Archipel des Sabaody,Não tem,living,Outro,Não
550,Shakuyaku,0,Archipel des Sabaody,Não tem,living,Outro,Não
551,Disco,0,Archipel des Sabaody,Não tem,living,Outro,Não
552,Duval,0,Archipel des Sabaody,Não tem,living,Outro,Não
553,Héraclès,0,Archipel de Boing,Não tem,living,Outro,Não
554,Loki,0,Erbaf,Não tem,living,Outro,Não
555,Jorl,0,Erbaf,Não tem,Morto,Outro,Não
556,Jarl,0,Erbaf,Não tem,living,Outro,Não
557,Oimo,0,Erbaf,Não tem,living,Outro,Não
558,Kaashii,0,Erbaf,Não tem,living,Outro,Não
559,Sukiyaki Kozuki,0,Pays des Wa,Não tem,living,Outro,Não
560,Oden Kozuki,0,Pays des Wa,Não tem,Morto,Outro,Não
561,Toki Kozuki,0,Pays des Wa,Fruit of Time,Morto,Outro,Não
562,Mononosuké Kozuki,0,Pays des Wa, Artificial demon fruit from Vegapunk,living,Outro,Não
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Outro,Não
564,Kinémon,0,Pays des Wa,Fruit of the Garment,living,Outro,Não
565,Denjiro,0,Pays des Wa,Não tem,living,Outro,Não
566,Izo,510000000,Pays des Wa,Não tem,Morto,Outro,Não
567,Kikunojo,0,Pays des Wa,Não tem,living,Outro,Não
568,Raizo,0,Pays des Wa,Não tem,living,Outro,Não
569,Ashura Doji,0,Pays des Wa,Não tem,Morto,Outro,Não
570,Kawamatsu,0,Pays des Wa,Não tem,living,Outro,Não
571,Shinobu,0,Pays des Wa,Fruit of Maturation,living,Outro,Não
572,Orochi Kurozumi,0,Pays des Wa,"Fruit of the Reptile, eight-headed dragon version",Morto,Outro,Não
573,Kanjuro Kurozumi,0,Pays des Wa,Fruit of the Brush,living,Outro,Não
574,Semimaru Kurozumi,0,Pays des Wa,Fruit of the Barrier,Morto,Outro,Não
575,Higurashi Kurozumi,0,Pays des Wa,Travesti-Fruit,Morto,Outro,Não
576,Ryuma Shimotsuki,0,Pays des Wa,Não tem,Morto,Outro,Não
577,Yasui Shimotsuki,0,Pays des Wa,Não tem,Morto,Outro,Não
578,Toko,0,Pays des Wa,Não tem,Morto,Outro,Não
579,Onimaru,0,Pays des Wa,"Fruit of the Human, Onyudo version",living,Outro,Não
580,Hyogoro,0,Pays des Wa,Não tem,living,Outro,Não
581,Omasa,0,Pays des Wa,Não tem,living,Outro,Não
582,Tsunagoro,0,Pays des Wa,Não tem,living,Outro,Não
583,Cho,0,Pays des Wa,Não tem,living,Outro,Não
584,Yatappé,0,Pays des Wa,Não tem,living,Outro,Não
585,Tama,0,Pays des Wa,Millet fruit,living,Outro,Não
586,Tsurujo,0,Pays des Wa,Não tem,living,Outro,Não
587,Komachiyo,0,Pays des Wa,Não tem,living,Outro,Não
588,Baboumaru,0,Pays des Wa,Não tem,living,Outro,Não
589,Bunbuku,0,Pays des Wa,"Canid Fruit, Tanuki version",living,Outro,Não
590,Yamato,0,Pays des Wa,"Fruit of the Canid, Divine Wolf version",living,Outro,Não
591,Rock,20000000,Punk Hazard,Não tem,living,Outro,Não
592,Scotch,20000000,Punk Hazard,Não tem,living,Outro,Não
593,Smiley,0,Punk Hazard,"Fruit of the Salamander, Axolotl version",Morto,Outro,Não
594,Riku Dold III,0,Dressrosa,Não tem,living,Outro,Não
595,Scarlett,0,Dressrosa,Não tem,Morto,Outro,Não
596,Kyros,0,Dressrosa,Não tem,living,Outro,Não
597,Viola,0,Dressrosa,Fruit of the Eye,living,Outro,Não
598,Rebecca,0,Dressrosa,Não tem,living,Outro,Não
599,Gatz,0,Dressrosa,Não tem,living,Outro,Não
600,Tank Lepanto,0,Dressrosa,Não tem,living,Outro,Não
601,Guncho,0,Green Bit,Não tem,living,Outro,Não
602,Manshelly,0,Green Bit,Fruit of Healing,living,Outro,Não
603,Zunesh,0,Zo,Não tem,living,Outro,Não
604,Bêgis Khan,0,Zo,Não tem,living,Outro,Não
605,Caborage,0,Zo,Não tem,living,Outro,Não
606,Chavipère,0,Zo,Não tem,living,Outro,Não
607,Sicilion,0,Zo,Não tem,living,Outro,Não
608,Cancelot,0,Zo,Não tem,living,Outro,Não
609,Giovanni,0,Zo,Não tem,living,Outro,Não
610,Wanda,0,Zo,Não tem,living,Outro,Não
611,Carrot,0,Zo,Não tem,living,Outro,Não
612,Pedro,0,Zo,Não tem,Morto,Outro,Não
613,Elizabello II,0,Royaume de Prodence,Não tem,living,Outro,Não
614,Dagama,0,Royaume de Prodence,Não tem,living,Outro,Não
615,Kelly Funk,57000000,Royaume de Mogalo,Fruit de la Pelisse,living,Outro,Não
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Outro,Não
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Outro,Não
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Outro,Não
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Outro,Não
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Outro,Não
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Outro,Não
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Outro,Não
623,Marco,1374000000,Sphinx,Phoenix Fruit,living,Outro,Não
624,Gan Forr,0,Skypiea,Não tem,living,Outro,Não
625,Pierre,0,Skypiea,Horse Fruit,living,Outro,Não
626,Conis,0,Skypiea,Não tem,living,Outro,Não
627,Pagaya,0,Skypiea,Não tem,living,Outro,Não
628,Amazon,0,Skypiea,Não tem,living,Outro,Não
629,Chef Shandia,0,Skypiea,Não tem,living,Outro,Não
630,Wiper,0,Skypiea,Não tem,living,Outro,Não
631,Kamakiri,0,Skypiea,Não tem,living,Outro,Não
632,Braham,0,Skypiea,Não tem,living,Outro,Não
633,Genbo,0,Skypiea,Não tem,living,Outro,Não
634,Laki,0,Skypiea,Não tem,living,Outro,Não
635,Aisa,0,Skypiea,Não tem,living,Outro,Não
636,Nora,0,Skypiea,Não tem,living,Outro,Não
637,Calgara,0,Skypiea,Não tem,Morto,Outro,Não
638,Om,0,Skypiea,Não tem,living,Outro,Não
639,Satori,0,Skypiea,Não tem,living,Outro,Não
640,Shura,0,Skypiea,Não tem,living,Outro,Não
641,Yama,0,Skypiea,Não tem,living,Outro,Não
642,Hotori,0,Skypiea,Não tem,living,Outro,Não
643,Kotori,0,Skypiea,Não tem,living,Outro,Não
644,Haredas,0,Weatheria,Não tem,living,Outro,Não
645,Neptune,0,Île des hommes-poissons,Não tem,living,Outro,Não
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Outro,Não
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Outro,Não
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Outro,Não
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Outro,Não
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Outro,Não
651,Hoé,0,Île des hommes-poissons,Não tem,living,Outro,Não
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Outro,Não
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Outro,Não
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Outro,Não
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Outro,Não
656,Keimi,0,Île des hommes-poissons,Não tem,living,Outro,Não
657,Pappag,0,Île des hommes-poissons,Não tem,living,Outro,Não
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Outro,Não
659,Den,0,Île des hommes-poissons,Não tem,living,Outro,Não
660,Ener,0,La lune,Fulguro-Fruit,living,Outro,Não
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Outro,Não
662,Sabo,602000000,Armée Révolutionnaire,Pyro-Fruit,living,Outro,Não
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Fruit of Hormones,living,Outro,Não
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,Outro,Não
665,Belo Betty,457000000,Armée Révolutionnaire,Fruit of Exaltation,living,Outro,Não
666,Morley,293000000,Armée Révolutionnaire,Fruit of the Pousse-Pousse,living,Outro,Não
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,Outro,Não
668,Inazuma,100000000,Armée Révolutionnaire,Fruit of the Scissors,living,Outro,Não
669,Canard,0,Armée Révolutionnaire,Não tem,living,Outro,Não
670,Koala,0,Armée Révolutionnaire,Não tem,living,Outro,Não
671,Hack,0,Armée Révolutionnaire,Não tem,living,Outro,Não
672,Zala,35000000,Anciens membres du Baroque Works,Sea Urchin Fruit,living,Outro,Não
673,Bentham,32000000,Anciens membres du Baroque Works,Travesti-Fruit,living,Outro,Não
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Outro,Não
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Outro,Não
676,Lassou,0,Anciens membres du Baroque Works,"Fruit of the Canid, Basset version",living,Outro,Não
677,Drophy,14000000,Anciens membres du Baroque Works,Digging Fruit,living,Outro,Não
678,Gemme,10000000,Anciens membres du Baroque Works,Fruit Boum-Boum,living,Outro,Não
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo-Kilo Fruit,living,Outro,Não
680,Jabura,0,Anciens membres du Cipher Pol,"Fruit of the Canid, Wolf version",living,Outro,Não
681,Blueno,0,Anciens membres du Cipher Pol,Fruit of the Porter,living,Outro,Não
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Outro,Não
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Outro,Não
684,Kalifa,0,Anciens membres du Cipher Pol,Fruit des Bulles,living,Outro,Não
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Outro,Não
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Outro,Não
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Frost Fruit,living,Outro,Não
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Outro,Não
689,Bellamy,195000000,Don Quixote's crew,Fruit of the Spring,living,Outro,Não
690,Bartholomew Kuma,296000000,Esclave,Fruit of the Pads,living,Outro,Não
691,César Clown,300000000,Punk Hazard,Fruit of the Gas,living,Outro,Não
692,Morgans,0,World Economic Journal,"Fruit du Volatile, Albatross version",living,Outro,Não
693,El Gorago,10000000,Sem tripulação,Fruit of the Vocalise,living,Outro,Não
694,Golass,8000000,Sem tripulação,Não tem,living,Outro,Não
695,Tobio,0,Sem tripulação,Não tem,living,Outro,Não
696,Ganzo,0,Sem tripulação,Não tem,living,Outro,Não
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Outro,Não
698,Bear King,11600000,The Trump Pirates crew,Unbreakable Fruit,living,Outro,Não
699,Honey Queen,7800000,The Trump Pirates crew,Fruit of Dissolution,living,Outro,Não
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,Outro,Não
