id,name,bounty,crew,fruit,status,job,emperor
584,Yatappé,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Kibi region,Não
585,Tama,0,Pays des Wa,Millet fruit,living,Resident,Não
586,Tsurujo,0,Pays des Wa,Não tem,living,Resident,Não
587,Komachiyo,0,Pays des Wa,Não tem,living,Resident,Não
588,Baboumaru,0,Pays des Wa,Não tem,living,Resident,Não
589,Bunbuku,0,Pays des Wa,"Canid Fruit, Tanuki version",living,Resident,Não
590,Yamato,0,Pays des Wa,"Fruit of the Canid, Divine Wolf version",living,Resident,Não
591,Rock,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não
592,Scotch,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não
593,Smiley,0,Punk Hazard,"Fruit of the Salamander, Axolotl version",Morto,Resident,Não
594,Riku Dold III,0,Dressrosa,Não tem,living,King,Não
595,Scarlett,0,Dressrosa,Não tem,Morto,Princess,Não
596,Kyros,0,Dressrosa,Não tem,living,Commander-in-Chief,Não
597,Viola,0,Dressrosa,Fruit of the Eye,living,Princess,Não
598,Rebecca,0,Dressrosa,Não tem,living,Next,Não
599,Gatz,0,Dressrosa,Não tem,living,Resident,Não
600,Tank Lepanto,0,Dressrosa,Não tem,living,Resident,Não
601,Guncho,0,Green Bit,Não tem,living,King,Não
602,Manshelly,0,Green Bit,Fruit of Healing,living,Princess,Não
603,Zunesh,0,Zo,Não tem,living,,Não
604,Bêgis Khan,0,Zo,Não tem,living,Lord,Não
605,Caborage,0,Zo,Não tem,living,Day Lord / Red Sheaths,Não
606,Chavipère,0,Zo,Não tem,living,Seigneur Nocture / Fourreaux Rouges,Não
607,Sicilion,0,Zo,Não tem,living,Captain of the Musketeers unit,Não
608,Cancelot,0,Zo,Não tem,living,Musketeer unit,Não
609,Giovanni,0,Zo,Não tem,living,Musketeer unit,Não
610,Wanda,0,Zo,Não tem,living,Musketeer unit,Não
611,Carrot,0,Zo,Não tem,living,Musketeer unit,Não
612,Pedro,0,Zo,Não tem,Morto,Musketeer unit,Não
613,Elizabello II,0,Royaume de Prodence,Não tem,living,Sovereign,Não
614,Dagama,0,Royaume de Prodence,Não tem,living,Strategist,Não
615,Kelly Funk,57000000,Royaume de Mogalo,Fruit de la Pelisse,living,Assassin,Não
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Assassin,Não
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Sovereign,Não
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Queen,Não
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Princess,Não
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
623,Marco,1374000000,Sphinx,Phoenix Fruit,living,Sphinx (doctor) / Command 1st Whitebeard Fleet,Não
624,Gan Forr,0,Skypiea,Não tem,living,God,Não
625,Pierre,0,Skypiea,Horse Fruit,living,Resident,Não
626,Conis,0,Skypiea,Não tem,living,Resident,Não
627,Pagaya,0,Skypiea,Não tem,living,Resident,Não
628,Amazon,0,Skypiea,Não tem,living,Resident,Não
629,Chef Shandia,0,Skypiea,Não tem,living,Resident / Shandia tribe (chief),Não
630,Wiper,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
631,Kamakiri,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
632,Braham,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
633,Genbo,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
634,Laki,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
635,Aisa,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
636,Nora,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
637,Calgara,0,Skypiea,Não tem,Morto,Shandia tribe,Não
638,Om,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Iron ordalia),Não
639,Satori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Balloon Ordinary),Não
640,Shura,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the ordination of sons),Não
641,Yama,0,Skypiea,Não tem,living,Skypiea (exile) / Clan Ener (captain of the sacred guard),Não
642,Hotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não
643,Kotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não
644,Haredas,0,Weatheria,Não tem,living,Resident,Não
645,Neptune,0,Île des hommes-poissons,Não tem,living,Monarch,Não
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Queen,Não
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Princess,Não
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Minister Sénestre,Não
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Minister Dextre,Não
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Owner Café des Sirènes,Não
656,Keimi,0,Île des hommes-poissons,Não tem,living,Café des Sirènes employee,Não
657,Pappag,0,Île des hommes-poissons,Não tem,living,"Founder / Designer of the ""Criminal"" brand",Não
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Takoyaki merchant,Não
659,Den,0,Île des hommes-poissons,Não tem,living,Carpenter,Não
660,Ener,0,La lune,Fulguro-Fruit,living,Manager,Não
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Commander-in-Chief,Não
662,Sabo,602000000,Armée Révolutionnaire,Pyro-Fruit,living,Chief of Staff,Não
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Fruit of Hormones,living,Command of troop G,Não
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""Septentrionale"" troop",Não
665,Belo Betty,457000000,Armée Révolutionnaire,Fruit of Exaltation,living,"Commander of the ""Oriental"" troop",Não
666,Morley,293000000,Armée Révolutionnaire,Fruit of the Pousse-Pousse,living,"Western"" troop commander",Não
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""southern"" troop",Não
668,Inazuma,100000000,Armée Révolutionnaire,Fruit of the Scissors,living,"Sub-Commander of ""G"" Troop",Não
669,Canard,0,Armée Révolutionnaire,Não tem,living,"Commander of the ""Oriental"" troop",Não
670,Koala,0,Armée Révolutionnaire,Não tem,living,Lieutenant,Não
671,Hack,0,Armée Révolutionnaire,Não tem,living,Private,Não
672,Zala,35000000,Anciens membres du Baroque Works,Sea Urchin Fruit,living,Special Agent,Não
673,Bentham,32000000,Anciens membres du Baroque Works,Travesti-Fruit,living,Special Agent,Não
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não
676,Lassou,0,Anciens membres du Baroque Works,"Fruit of the Canid, Basset version",living,Special Agent,Não
677,Drophy,14000000,Anciens membres du Baroque Works,Digging Fruit,living,Special Agent,Não
678,Gemme,10000000,Anciens membres du Baroque Works,Fruit Boum-Boum,living,Special Agent,Não
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo-Kilo Fruit,living,Special Agent,Não
680,Jabura,0,Anciens membres du Cipher Pol,"Fruit of the Canid, Wolf version",living,Cipher Pol n°9,Não
681,Blueno,0,Anciens membres du Cipher Pol,Fruit of the Porter,living,Cipher Pol n°9,Não
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
684,Kalifa,0,Anciens membres du Cipher Pol,Fruit des Bulles,living,Cipher Pol n°9,Não
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Frost Fruit,living,Admiral,Não
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Colonel,Não
689,Bellamy,195000000,Don Quixote's crew,Fruit of the Spring,living,Private,Não
690,Bartholomew Kuma,296000000,Esclave,Fruit of the Pads,living,Lieutenant,Não
691,César Clown,300000000,Punk Hazard,Fruit of the Gas,living,,Não
692,Morgans,0,World Economic Journal,"Fruit du Volatile, Albatross version",living,World Economic Journal (boss),Não
693,El Gorago,10000000,Sem tripulação,Fruit of the Vocalise,living,Captain,Não
694,Golass,8000000,Sem tripulação,Não tem,living,Captain,Não
695,Tobio,0,Sem tripulação,Não tem,living,,Não
696,Ganzo,0,Sem tripulação,Não tem,living,,Não
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Captain,Não
698,Bear King,11600000,The Trump Pirates crew,Unbreakable Fruit,living,Captain,Não
699,Honey Queen,7800000,The Trump Pirates crew,Fruit of Dissolution,living,,Não
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,,Não
701,Boo Jack,3200000,The Trump Pirates crew,Não tem,living,,Não
702,Skunk One,6000000,The Trump Pirates crew,Não tem,living,,Não
703,Borodo,0,Frères Voleurs,Não tem,living,,Não
704,Akisu,0,Frères Voleurs,Não tem,living,,Não
705,Bulter,14900000,Sem tripulação,Não tem,living,Earl Butler,Não
706,Hotdog,4000000,Sem tripulação,Não tem,living,General Hotdog,Não
707,Mobambi,0,Sem tripulação,Não tem,living,King,Não
708,Heaby,4200000,Sem tripulação,Não tem,living,Chairman Heaby,Não
709,Général Gasparde,95000000,Gasparde's crew,Candy Fruit,living,Captain,Não
710,Needless,57000000,Gasparde's crew,Não tem,living,,Não
711,Biera,0,Gasparde's crew,Não tem,living,,Não
712,Shuraiya Bascùd,0,Gasparde's crew,Não tem,living,,Não
713,Adelle Bascùd,0,Gasparde's crew,Não tem,living,,Não
714,Saga,0,Île d'Asuka,Não tem,living,,Não
715,Toma,0,Île d'Asuka,Não tem,living,,Não
716,Bismarck,0,Île d'Asuka,Não tem,living,,Não
717,Boo Kong,0,Île d'Asuka,Não tem,living,,Não
718,Maya,0,Île d'Asuka,Não tem,living,Priestess,Não
719,Izaya,0,Île d'Asuka,Não tem,living,Priestess,Não
720,Lacos,0,Île d'Asuka,Não tem,living,Chief Warrior,Não
721,Omatsuri,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não
722,Lily Carnation,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não
723,Papa,0,Pirate au foyer,Não tem,unknown,Captain,Não
724,Brief,0,Pirate Moustachus,Não tem,unknown,Captain,Não
725,Ratchet,0,Île de Mecha,Não tem,living,Feudal lord,Não
726,Honki,0,Île de Mecha,Não tem,living,Colonel,Não
727,Maji,0,Île de Mecha,Não tem,living,General,Não
728,Roba,0,Île de Mecha,Não tem,living,Resident,Não
729,Musshul,0,Royaume maléfique de Black Drum,Chamquipue fruit,living,Prince,Não
730,Scarlett,0,The crew of the Lion d'Or,Não tem,living,,Não
731,Billy,0,The crew of the Lion d'Or,Não tem,living,,Não
732,Xiao,0,The crew of the Lion d'Or,Não tem,living,,Não
733,Schneider,0,The Schneider Pirates crew,Não tem,living,Captain,Não
734,Buzz,0,The Schneider Pirates crew,"Fruit of the Volatile, Eagle version",living,,Não
735,Zéphyr,0,Néo Marine,Não tem,Morto,Chef,Não
736,Ain,0,Néo Marine,Fruit Jeune-Jeune,living,Vice-Admiral,Não
737,Bins,0,Néo Marine,Fluffy Fruit,living,Lieutenant,Não
738,Gild Tesoro,0,Gran Tesero,Fruit of Gold,living,Owner,Não
739,Baccarat,0,Gran Tesero,Fruit of Luck,living,Concierge,Não
740,Dice,0,Gran Tesero,Não tem,living,Dealer,Não
741,Tanaka,0,Gran Tesero,Passe-Muraille fruit,living,Safety Manager,Não
742,Carina,0,Gran Tesero,Não tem,living,Owner,Não
743,Douglas Bullet,0,Sem tripulação,Fruit de la Ferraille,living,,Não
744,Buena Festa,0,Sem tripulação,Não tem,living,,Não
745,Ann,0,Sem tripulação,Fruit of Vision,living,,Não
746,Donald Moderate,0,Sem tripulação,Não tem,living,,Não
747,Uta,0,Elegia,Não tem,living,Resident,Não
748,Gordon,0,Elegia,Não tem,living,Resident,Não
749,Tenguyama Hitetsu,0,Pays des Wa,Não tem,living,Blacksmith,Não
750,Gion,0,Sem tripulação,Não tem,living,Vice-Admiral,Não
751,Musshuru,0,Sem tripulação,Chamquipue fruit,living,,Não
752,Apis,0,Sem tripulação,Não tem,living,,Não
753,Bokuden,0,Sem tripulação,Não tem,living,,Não
754,Orlombus,148000000,Fleet Yonta Maria,Não tem,living,Admiral,Não
755,Macro,0,L'Équipage des Maquereaux,Não tem,living,Captain,Não
756,Pudding Pudding,0,Marine,Não tem,Morto,Commodore,Não
757,Pandaman,0,Sem tripulação,Não tem,unknown,Fighter,Não
758,Zenny,0,Sem tripulação,Não tem,living,Loan shark,Não
759,Wetton,14800000,Sem tripulação,Não tem,Morto,Mayor,Não
760,Bigalo,14900000,Equipage de Bigalo,Não tem,Desconhecido,Outro,Não
761,Végapunk,0,Sem tripulação,Fruit du Ciboulot,living,Scientist,Não
762,Stronger,0,Blackbeard's crew,"Horse fruit, Pegasus model",living,Doc Q's horse,Sim
763,Punk 01 - Shaka,0,Sem tripulação,Não tem,unknown,Vegapunk - the good,Não
764,Punk 02 - Lilith,0,Sem tripulação,Não tem,living,Vegapunk - evil,Não
765,Punk 03 - Edison,0,Sem tripulação,Não tem,living,Vegapunk - inventiveness,Não
766,Punk 04 - Pythagoras,0,Sem tripulação,Não tem,living,Vegapunk - knowledge,Não
767,Punk 05 - Atlas,0,Sem tripulação,Não tem,living,Vegapunk - violence,Não
768,Punk 06 - York,0,Sem tripulação,Não tem,living,Vegapunk - envy,Não
769,S-Snake,0,Sem tripulação,Passion fruit,living,Seraph-type pacifistas,Não
770,S-Hawk,0,Sem tripulação,Slashing Fruit,living,Seraph-type pacifistas,Não
771,S-Bear,0,Sem tripulação,Fruit of the Pads,living,Seraph-type pacifistas,Não
772,S-Shark,0,Sem tripulação,Fruit of the Barbotage,living,Seraph-type pacifistas,Não
773,Karazu,0,Armée Révolutionnaire,Não tem,living,Captain,Não
1,Monkey D Luffy,3000000000,The Chapeau de Paille crew,Gum-Gum Fruit,Vivo,Captain,Sim
2,Roronoa Zoro,320000000,The Chapeau de Paille crew,Não tem,living,Right-hand man,Sim
3,Nami,66000000,The Chapeau de Paille crew,Não tem,living,Navigator,Sim
4,Usopp,200000000,The Chapeau de Paille crew,Não tem,living,Sniper,Sim
5,Sanji,330000000,The Chapeau de Paille crew,Não tem,living,Cook,Sim
6,Tony-Tony Chopper,100,The Chapeau de Paille crew,Fruit of the Human,living,Doctor,Sim
7,Nico Robin,130000000,The Chapeau de Paille crew,Fruit Des Éclosions,living,Archaeologist,Sim
8,Franky,94000000,The Chapeau de Paille crew,Não tem,living,Carpenter,Sim
9,Brook,83000000,The Chapeau de Paille crew,Fruit of the Resurrection,living,Musician,Sim
10,Jinbe,438000000,The Chapeau de Paille crew,Não tem,living,Helmsman,Sim
11,Zeus,0,The Chapeau de Paille crew,Não tem,living,Nami Arme,Sim
12,Cavendish,330000000,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
13,Suleiman,670000000,Armarda du Chapeau de Paille,Não tem,living,Fighter,Não
14,Bartolomeo,200000000,Armarda du Chapeau de Paille,Fruit of the Barrier,living,Captain,Não
15,Gambia,670000000,Armarda du Chapeau de Paille,Não tem,living,Advisor,Não
16,Sai,210000000,Armarda du Chapeau de Paille,Não tem,living,13th Chief Commander,Não
17,Boo,0,Armarda du Chapeau de Paille,Não tem,living,second-in-command,Não
18,Baby 5,0,Armarda du Chapeau de Paille,Armo-Fruit,living,,Não
19,Ideo,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
20,Blue Gilly,0,Armarda du Chapeau de Paille,Não tem,living,,Não
21,Abdullah,0,Armarda du Chapeau de Paille,Não tem,living,,Não
22,Jeet,0,Armarda du Chapeau de Paille,Não tem,living,,Não
23,Léo,0,Armarda du Chapeau de Paille,Fruit de la Couture,living,Captain,Não
24,Kabu,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Scarab-Rhinoceros version",living,,Não
25,Bee Anne,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Wasp version",living,,Não
26,Hajrudin,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
27,Stansen,0,Armarda du Chapeau de Paille,Não tem,living,Carpenter,Não
28,Road,0,Armarda du Chapeau de Paille,Não tem,living,Browser,Não
29,Goldberg,0,Armarda du Chapeau de Paille,Não tem,living,Cook,Não
30,Gerd,0,Armarda du Chapeau de Paille,Não tem,living,Doctor,Não
31,Orlumbus,148000000,Armarda du Chapeau de Paille,Não tem,living,Admiral,Não
32,Baggy / Le Clown,150000000,Baggy's Delivery,Fruit of Fragmentation,living,Chairman,Não
33,Alvida,5000000,Baggy's Delivery,Fruit Glisse-Glisse,living,,Não
34,Galdino,24000000,Baggy's Delivery,Ciro-Fruit,living,,Não
35,Morge,0,Baggy's Delivery,Não tem,living,,Não
36,Cabaji,0,Baggy's Delivery,Não tem,living,,Não
37,Kuro,16000000,The Black Cat crew,Não tem,living,Captain,Não
38,Sham,7000000,The Black Cat crew,Não tem,living,Officer,Não
39,Buchi,7000000,The Black Cat crew,Não tem,living,Officer,Não
40,Krieg / Don Krieg,17000000,Don Krieg's Pirate Armada,Não tem,living,Captain,Não
41,Gyn,12000000,Don Krieg's Pirate Armada,Não tem,living,Vice-Admiral,Não
42,Pearl,0,Don Krieg's Pirate Armada,Não tem,living,Captain (2nd Battalion),Não
43,Montblanc Cricket,25000000,Primate League,Não tem,living,Commander-in-Chief,Não
44,Masira,23000000,Primate League,Não tem,living,,Não
45,Shojo,36000000,Primate League,Não tem,living,,Não
46,Foxy,24000000,The Foxy crew,Ramollo fruit,living,Captain,Não
47,Porché,0,The Foxy crew,Não tem,living,Fighter,Não
48,Hamburg,0,The Foxy crew,Não tem,living,Fighter,Não
49,Gecko Moria,320000000,Thriller Bark,Fruit of the Shadow,living,Captain,Não
50,Hogback,0,Thriller Bark,Não tem,living,Mysterious Four,Não
51,Absalom,0,Thriller Bark,Fruit of Invisibility,Morto,Mysterious Four,Não
52,Perona,0,Thriller Bark,Fruit of Ectoplasm,living,Mysterious Four,Não
53,Laura,24000000,The crew of the Rolling,Não tem,living,Captain,Não
54,Trafalgar D. Water Law,500000000,The Hearth crew,Fruit of the Scalpel,living,Captain,Não
55,Bepo,500,The Hearth crew,Não tem,living,Browser,Não
56,Jean Bart,0,The Hearth crew,Não tem,living,,Não
57,Shachi,0,The Hearth crew,Não tem,living,,Não
58,Pingouin,0,The Hearth crew,Não tem,living,,Não
59,Eustass Kidd,470000000,The Kid crew,Magnéto-Fruit,living,Captain,Não
60,Killer,200000000,The Kid crew,Não tem,living,Fighter,Não
61,Heat,0,The Kid crew,Não tem,living,Fighter,Não
62,Wire,0,The Kid crew,Não tem,living,Captain,Não
63,Capone Bege,350000000,The Fire Tank crew,Fruit du Château,living,Captain,Não
64,Vito,95000000,The Fire Tank crew,Não tem,living,Advisor,Não
65,Gotti,90000000,The Fire Tank crew,Não tem,living,Assassin,Não
66,Charlotte Chiffon,0,The Fire Tank crew,Não tem,living,,Não
67,Charlotte Pets,0,The Fire Tank crew,Não tem,living,,Não
68,Jewelry Bonney,140000000,The Fire Tank crew,Não tem,living,Captain,Não
69,Urouge,108000000,The crew of Les Moines Dépravés,Não tem,living,Captain,Não
70,Boa Hancock,80000000,The Kuja Pirates crew,Passion fruit,living,Captain,Não
71,Boa Sandersonia,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Anaconda version",living,,Não
72,Boa Marigold,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Cobra Royal version",living,,Não
73,Margaret,0,The Kuja Pirates crew,Não tem,living,,Não
74,Shiki,0,The crew of the Lion d'Or,Floating Fruit,living,Admiral,Não
75,Indigo,0,The crew of the Lion d'Or,Não tem,living,,Não
76,Caribou,210000000,The Caribou crew,Fruit du Marais,living,Co-Captain,Não
77,Coribou,190000000,The Caribou crew,Não tem,living,Co-Captain,Não
78,Ficher Tiger,230000000,The Sun Pirates crew,Não tem,Morto,Captain,Não
79,Aladdin,0,The Sun Pirates crew,Não tem,living,Vice-Captain,Não
80,Charlotte Praliné,0,The Sun Pirates crew,Não tem,living,,Não
81,Dracule Mihawk,0,Sem tripulação,Não tem,living,,Não
82,Crocodile,81000000,Sem tripulação,Não tem,living,,Não
83,Das Bones,75000000,Sem tripulação,Não tem,living,,Não
84,Edward Weeble,480000000,Sem tripulação,Não tem,living,,Não
85,Shanks,4048900000,Le Roux crew,Não tem,living,Captain,Sim
86,Ben Beckmann,0,Le Roux crew,Não tem,living,Vice-Captain,Sim
87,Lucky Roo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
88,Yassop,0,Le Roux crew,Não tem,living,Lieutenant,Sim
89,Limejuice,0,Le Roux crew,Não tem,living,Lieutenant,Sim
90,Bonk Punch,0,Le Roux crew,Não tem,living,Lieutenant,Sim
91,Monster,0,Le Roux crew,Não tem,living,Lieutenant,Sim
92,Building Snake,0,Le Roux crew,Não tem,living,Lieutenant,Sim
93,Hongo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
94,Howling Dab,0,Le Roux crew,Não tem,living,Lieutenant,Sim
95,Rockstar,94000000,Le Roux crew,Não tem,living,,Sim
96,Charlotte Linlin / Big Mom,4388000000,Big Mom's crew,Fruit of Souls,living,Captain,Sim
